"journal","n","journal_match_text.x","Rank","Sourceid","Title","Type","Issn","SJR","SJR Best Quartile","H index","Total Docs. (2023)","Total Docs. (3years)","Total Refs.","Total Cites (3years)","Citable Docs. (3years)","Cites / Doc. (2years)","Ref. / Doc.","%Female","Overton","SDG","Country","Region","Publisher","Coverage","Categories","Areas","journal_match_text.y","match_fit"
"Proceedings of the 3rd International Conference on Video and Image Processing",1,"proceedings of 3rd international conference on video and image processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 3rd International Convention on Rehabilitation Engineering & Assistive Technology - ICREATE '09",1,"proceedings of 3rd international convention on rehabilitation engineering assistive technology icreate 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 3rd International Halal Conference (INHAC 2016)",1,"proceedings of 3rd international halal conference inhac 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 3rd Teaching & Education Conference",1,"proceedings of 3rd teaching education conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 3rd UPI International Conference on Technical and Vocational Education and Training",2,"proceedings of 3rd upi international conference on technical and vocational education and training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 40th IEEE Conference on Decision and Control (Cat. No.01CH37228)",25,"proceedings of 40th ieee conference on decision and control cat no01ch37228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 40th International Academic Conference, Stockholm",2,"proceedings of 40th international academic conference stockholm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 41st Annual Hawaii International Conference on System Sciences (HICSS 2008)",3,"proceedings of 41st annual hawaii international conference on system sciences hicss 2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 42nd International Academic Conference, Rome",1,"proceedings of 42nd international academic conference rome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 43rd International Academic Conference, Lisbon",2,"proceedings of 43rd international academic conference lisbon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 44th IEEE Conference on Decision and Control",1,"proceedings of 44th ieee conference on decision and control",7217,87424,"Proceedings of the IEEE Conference on Decision and Control","conference and proceedings","25762370, 07431546","0.721","-","139","1117","2693","26948","3322","2683","1.12","24.13","20.49",0,90,"United States","Northern America","Institute of Electrical and Electronics Engineers Inc.","1971-1972, 1975-2004, 2006-2016, 2018-2022","Control and Optimization; Control and Systems Engineering; Modeling and Simulation","Engineering; Mathematics","proceedings of ieee conference on decision and control",0.1208411801632141
"Proceedings of the 45th International Academic Conference, London",2,"proceedings of 45th international academic conference london",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 46th International Academic Conference, Rome",1,"proceedings of 46th international academic conference rome",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 47th International Academic Conference, Prague",1,"proceedings of 47th international academic conference prague",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 4th Bandung Creative Movement International Conference on Creative Industries 2017 (4th BCM 2017)",1,"proceedings of 4th bandung creative movement international conference on creative industries 2017 4th bcm 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 4th Edition of National Security Days (JNS4)",1,"proceedings of 4th edition of national security days jns4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 4th International Conference on Smart City Applications",1,"proceedings of 4th international conference on smart city applications",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 4th International Driving Symposium on Human Factors in Driver Assessment, Training, and Vehicle",3,"proceedings of 4th international driving symposium on human factors in driver assessment training and vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 4th World Congress on Intelligent Control and Automation (Cat. No.02EX527)",6,"proceedings of 4th world congress on intelligent control and automation cat no02ex527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 50th International Academic Conference, Paris",1,"proceedings of 50th international academic conference paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 52nd International Academic Conference, Barcelona",1,"proceedings of 52nd international academic conference barcelona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th Economic & Finance Conference, Miami",1,"proceedings of 5th economic finance conference miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th European Conference on Antennas and Propagation (EUCAP)",1,"proceedings of 5th european conference on antennas and propagation eucap",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th International Conference on Community Development (AMCA 2018)",1,"proceedings of 5th international conference on community development amca 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th International Conference on Information Engineering for Mechanics and Materials",1,"proceedings of 5th international conference on information engineering for mechanics and materials",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th International Symposium on Knowledge Acquisition and Modeling",2,"proceedings of 5th international symposium on knowledge acquisition and modeling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 5th Teaching & Education Conference, Amsterdam",2,"proceedings of 5th teaching education conference amsterdam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 6th Economic & Finance Conference",4,"proceedings of 6th economic finance conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 6th International Conference on Electronic, Mechanical, Information and Management Society",9,"proceedings of 6th international conference on electronic mechanical information and management society",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 6th International Driving Symposium on Human Factors in Driver Assessment, Training, and Vehicle Design : driving assessment 2011",1,"proceedings of 6th international driving symposium on human factors in driver assessment training and vehicle design driving assessment 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 6th International Workshop on Wearable, Micro, and Nano Technologies for Personalized Health",2,"proceedings of 6th international workshop on wearable micro and nano technologies for personalized health",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th Economics & Finance Conference, Tel Aviv",2,"proceedings of 7th economics finance conference tel aviv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th Information Design International Conference",1,"proceedings of 7th information design international conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th International Conference on 3D Body Scanning Technologies, Lugano, Switzerland, 30 Nov.-1 Dec. 2016",1,"proceedings of 7th international conference on 3d body scanning technologies lugano switzerland 30 nov1 dec 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th International Conference on Business and Finance",2,"proceedings of 7th international conference on business and finance",1967,25456,"Proceedings - IEEE International Conference on Robotics and Automation","conference and proceedings","10504729","1.620","-","222","1343","3391","46644","14249","3386","3.83","34.73","19.99",0,152,"United States","Northern America","Institute of Electrical and Electronics Engineers Inc.","1984-1985, 1988-1989, 1991-2023","Artificial Intelligence; Control and Systems Engineering; Electrical and Electronic Engineering; Software","Computer Science; Engineering","proceedings ieee international conference on robotics and automation",0.14551986517715676
"Proceedings of the 7th International Driving Symposium on Human Factors in Driver Assessment, Training, and Vehicle Design : driving assessment 2013",2,"proceedings of 7th international driving symposium on human factors in driver assessment training and vehicle design driving assessment 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th International Scientific Conference Rural Development 2015",2,"proceedings of 7th international scientific conference rural development 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th Nordic Signal Processing Symposium - NORSIG 2006",1,"proceedings of 7th nordic signal processing symposium norsig 2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 7th World Congress on Engineering Asset Management (WCEAM 2012)",1,"proceedings of 7th world congress on engineering asset management wceam 2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 8th Economics & Finance Conference, London",2,"proceedings of 8th economics finance conference london",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 8th International Conference of Asian Association of Indigenous and Cultural Psychology (ICAAIP 2017)",2,"proceedings of 8th international conference of asian association of indigenous and cultural psychology icaaip 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 8th International Driving Symposium on Human Factors in Driver Assessment, Training, and Vehicle Design: driving assessment 2015",2,"proceedings of 8th international driving symposium on human factors in driver assessment training and vehicle design driving assessment 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 8th International Nursing Conference on Education, Practice and Research Development in Nursing (INC 2017)",1,"proceedings of 8th international nursing conference on education practice and research development in nursing inc 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 9th Conference of the Australasian Society for Cognitive Science",5,"proceedings of 9th conference of australasian society for cognitive science",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 9th Conference of the International Committee for Design History and Design Studies",4,"proceedings of 9th conference of international committee for design history and design studies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the 9th International Conference for Science Educators and Teachers (ICSET 2017)",1,"proceedings of 9th international conference for science educators and teachers icset 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the AASRI Winter International Conference on Engineering and Technology (AASRI-WIET 2013)",1,"proceedings of aasri winter international conference on engineering and technology aasriwiet 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the ACM Conference on Health, Inference, and Learning",1,"proceedings of acm conference on health inference and learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the ACM on Human-Computer Interaction",5,"proceedings of acm on humancomputer interaction",4611,21100908414,"Proceedings of the ACM on Human-Computer Interaction","journal","25730142","0.979","Q1","62","443","1361","36477","5980","1345","4.06","82.34","43.58",4,91,"United States","Northern America","Association for Computing Machinery (ACM)","2017-2023","Computer Networks and Communications (Q1); Social Sciences (miscellaneous) (Q1); Human-Computer Interaction (Q2)","Computer Science; Social Sciences","proceedings of acm on humancomputer interaction",0
"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies",1,"proceedings of acm on interactive mobile wearable and ubiquitous technologies",1467,21101020041,"Proceedings of the ACM on Interactive, Mobile, Wearable and Ubiquitous Technologies","journal","24749567","1.905","Q1","36","200","516","14699","3133","516","5.28","73.50","30.86",0,33,"United States","Northern America","Association for Computing Machinery (ACM)","2017, 2019-2023","Computer Networks and Communications (Q1); Hardware and Architecture (Q1); Human-Computer Interaction (Q1)","Computer Science","proceedings of acm on interactive mobile wearable and ubiquitous technologies",0
"Proceedings of the ASIL Annual Meeting",1,"proceedings of asil annual meeting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the American Mathematical Society",1,"proceedings of american mamatical society",5813,24677,"Proceedings of the American Mathematical Society","journal","10886826, 00029939","0.837","Q1","91","444","1370","8968","1350","1370","0.88","20.20","22.46",0,1,"United States","Northern America","American Mathematical Society","1950-2023","Mathematics (miscellaneous) (Q1); Applied Mathematics (Q2)","Mathematics","proceedings of american mamatical society",0
"Proceedings of the American Philosophical Society",4,"proceedings of american philosophical society",26558,13168,"Proceedings of the American Philosophical Society","conference and proceedings","0003049X","0.111","-","21","0","3","0","0","3","0.00","0.00","0.00",0,0,"United States","Northern America","American Philosophical Society Library","1945-1949, 1967-2020","Arts and Humanities (miscellaneous); Cultural Studies; Medicine (miscellaneous); Sociology and Political Science","Arts and Humanities; Medicine; Social Sciences","proceedings of american philosophical society",0
"Proceedings of the American Thoracic Society",11,"proceedings of american thoracic society",5813,24677,"Proceedings of the American Mathematical Society","journal","10886826, 00029939","0.837","Q1","91","444","1370","8968","1350","1370","0.88","20.20","22.46",0,1,"United States","Northern America","American Mathematical Society","1950-2023","Mathematics (miscellaneous) (Q1); Applied Mathematics (Q2)","Mathematics","proceedings of american mamatical society",0.1063911472448058
"Proceedings of the Annual Civic Education Conference (ACEC 2018)",1,"proceedings of annual civic education conference acec 2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Annual Conference of CAIS / Actes du congrès annuel de l'ACSI",4,"proceedings of annual conference of cais actes du congrès annuel de lacsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Annual Conference of the Prognostics and Health Management Society. Prognostics and Health Management Society. Conference",1,"proceedings of annual conference of prognostics and health management society prognostics and health management society conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Annual International Conference on Infocomm Technologies in Competitive Strategies",1,"proceedings of annual international conference on infocomm technologies in competitive strategies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Annual Meetings on Phonology",4,"proceedings of annual meetings on phonology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Aristotelian Society (Hardback)",4,"proceedings of aristotelian society hardback",10357,5700160142,"Proceedings of the Aristotelean Society","journal","14679264, 00667374","0.522","Q1","49","14","53","373","49","53","0.91","26.64","42.86",0,2,"United Kingdom","Western Europe","Oxford University Press","1996-2023","Philosophy (Q1)","Arts and Humanities","proceedings of aristotelean society",0.09508530685001282
"Proceedings of the Arts & Humanities Conference",1,"proceedings of arts humanities conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Association for Information Science and Technology",1,"proceedings of association for information science and technology",18259,21100778750,"Proceedings of the Association for Information Science and Technology","journal","23739231","0.235","Q3","23","119","381","3889","342","369","0.64","32.68","60.18",0,35,"United States","Northern America","John Wiley &amp; Sons Inc.","2015-2022","Computer Science (miscellaneous) (Q3); Library and Information Sciences (Q3)","Computer Science; Social Sciences","proceedings of association for information science and technology",0
"Proceedings of the Australasian Computer Science Week Multiconference",1,"proceedings of australasian computer science week multiconference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Biological Society of Washington",1,"proceedings of biological society of washington",19790,13669,"Proceedings of the Biological Society of Washington","journal","0006324X","0.203","Q3","32","0","29","0","13","29","0.45","0.00","0.00",0,0,"United States","Northern America","Biological Society of Washington","1983-1984, 1992-2021","Agricultural and Biological Sciences (miscellaneous) (Q3)","Agricultural and Biological Sciences","proceedings of biological society of washington",0
"Proceedings of the Bipolar/BiCMOS Circuits and Technology Meeting",5,"proceedings of bipolarbicmos circuits and technology meeting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the British Academy, Volume 154, 2007 Lectures",1,"proceedings of british academy volume 154 2007 lectures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Canadian Engineering Education Association",3,"proceedings of canadian engineering education association",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Canadian Engineering Education Association (CEEA)",9,"proceedings of canadian engineering education association ceea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Conference on Empirical Methods in Natural Language Processing. Conference on Empirical Methods in Natural Language Processing",1,"proceedings of conference on empirical methods in natural language processing conference on empirical methods in natural language processing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Conference on Global Research on Sustainable Transport (GROST 2017)",1,"proceedings of conference on global research on sustainable transport grost 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the DESIGN 2018 15th International Design Conference",2,"proceedings of design 2018 15th international design conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Design Society: International Conference on Engineering Design",4,"proceedings of design society international conference on engineering design",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Eleventh International Conference on Management Science and Engineering Management",1,"proceedings of eleventh international conference on management science and engineering management",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Entomological Society of Washington",1,"proceedings of entomological society of washington",17341,19840,"Proceedings of the Entomological Society of Washington","journal","00138797","0.255","Q3","30","33","217","873","62","187","0.27","26.45","29.58",0,6,"United States","Northern America","Entomological Society of Washington","1981, 1993-2023","Ecology, Evolution, Behavior and Systematics (Q3); Insect Science (Q3)","Agricultural and Biological Sciences","proceedings of entomological society of washington",0
"Proceedings of the Estonian Academy of Sciences",1,"proceedings of estonian academy of sciences",20231,11500153303,"Proceedings of the Estonian Academy of Sciences","journal","17366046, 17367530","0.195","Q3","29","35","119","968","131","116","1.27","27.66","47.54",0,9,"Estonia","Eastern Europe","Estonian Academy Publishers","2006, 2008-2023","Engineering (miscellaneous) (Q3)","Engineering","proceedings of estonian academy of sciences",0
"Proceedings of the FabLearn Europe 2019 Conference",3,"proceedings of fablearn europe 2019 conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First Indonesian Communication Forum of Teacher Training and Education Faculty Leaders International Conference on Education 2017 (ICE 2017)",1,"proceedings of first indonesian communication forum of teacher training and education faculty leaders international conference on education 2017 ice 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First International Conference on Enterprise Systems: ES 2013",1,"proceedings of first international conference on enterprise systems es 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First International Conference on Information Science and Electronic Technology",1,"proceedings of first international conference on information science and electronic technology",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First International Conference on Information Sciences, Machinery, Materials and Energy",1,"proceedings of first international conference on information sciences machinery materials and energy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First International Driving Symposium on Human Factors in Driver Assessment, Training and Vehicle Design: driving assessment 2001",1,"proceedings of first international driving symposium on human factors in driver assessment training and vehicle design driving assessment 2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the First Kuwait Conference on e-Services and e-Systems - eConf '09",1,"proceedings of first kuwait conference on eservices and esystems econf 09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Fourth Workshop on Metaphor in NLP",1,"proceedings of fourth workshop on metaphor in nlp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Halfway to the Future Symposium 2019",3,"proceedings of halfway to future symposium 2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the Human Factors and Ergonomics Society Annual Meeting",27,"proceedings of human factors and ergonomics society annual meeting",19485,29757,"Proceedings of the Human Factors and Ergonomics Society","conference and proceedings","10711813","0.209","-","55","0","353","0","253","352","0.72","0.00","0.00",0,0,"United States","Northern America","SAGE Publications Inc.","1979, 1981-1983, 1993-1998, 2001, 2005-2019, 2021","Human Factors and Ergonomics; Industrial and Manufacturing Engineering","Engineering; Social Sciences","proceedings of human factors and ergonomics society",0.07575757575757591
"Proceedings of the ICA",1,"proceedings of ica",200,17915,"Proceedings of the IEEE","journal","15582256, 00189219","6.085","Q1","325","65","303","11573","7186","297","28.12","178.05","22.15",0,18,"United States","Northern America","Institute of Electrical and Electronics Engineers Inc.","1963-2023","Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1)","Computer Science; Engineering","proceedings of ieee",0.08966861598440556
"Proceedings of the ICECRS",2,"proceedings of icecrs",25381,21100253049,"Proceedings of Science","conference and proceedings","18248039","0.122","-","22","1155","5875","27262","521","5829","0.09","23.60","23.78",0,52,"Italy","Western Europe","Sissa Medialab Srl","1998-2023","Multidisciplinary","Multidisciplinary","proceedings of science",0.07950937950937964
"Proceedings of the IEEE",18,"proceedings of ieee",200,17915,"Proceedings of the IEEE","journal","15582256, 00189219","6.085","Q1","325","65","303","11573","7186","297","28.12","178.05","22.15",0,18,"United States","Northern America","Institute of Electrical and Electronics Engineers Inc.","1963-2023","Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1)","Computer Science; Engineering","proceedings of ieee",0
"Proceedings of the IEEE 28th Annual Northeast Bioengineering Conference (IEEE Cat. No.02CH37342)",2,"proceedings of ieee 28th annual norast bioengineering conference ieee cat no02ch37342",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the IEEE 31st Annual Northeast Bioengineering Conference, 2005.",4,"proceedings of ieee 31st annual norast bioengineering conference 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the IEEE 32nd Annual Northeast Bioengineering Conference",1,"proceedings of ieee 32nd annual norast bioengineering conference",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Proceedings of the IEEE International Symposium on Industrial Electronics, 2005. ISIE 2005.",22,"proceedings of ieee international symposium on industrial electronics 2005 isie 2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
